Gmt time,Open,High,Low,Close,Volume
03.06.2010 00:00:00.000,1.46725,1.47440,1.45880,1.46445,242047984375
04.06.2010 00:00:00.000,1.46440,1.46825,1.44493,1.44510,235077312500
06.06.2010 00:00:00.000,1.44610,1.44625,1.44059,1.44250,55622699218.75
07.06.2010 00:00:00.000,1.44250,1.45645,1.43895,1.44765,345142875000
08.06.2010 00:00:00.000,1.44765,1.45300,1.43475,1.44465,305818562500
09.06.2010 00:00:00.000,1.44470,1.46090,1.43970,1.45495,266193468750
10.06.2010 00:00:00.000,1.45495,1.47310,1.45105,1.47260,229797937500
11.06.2010 00:00:00.000,1.47260,1.47610,1.45050,1.45510,232746031250
13.06.2010 00:00:00.000,1.45558,1.46145,1.45357,1.46140,38592949218.75
14.06.2010 00:00:00.000,1.46140,1.48100,1.45705,1.47350,267839718750
15.06.2010 00:00:00.000,1.47350,1.48375,1.46840,1.48005,236431734375
16.06.2010 00:00:00.000,1.48005,1.48570,1.47040,1.47115,208186875000
17.06.2010 00:00:00.000,1.47115,1.48390,1.46460,1.48095,195237921875
18.06.2010 00:00:00.000,1.48105,1.48875,1.47720,1.48217,169278437500
20.06.2010 00:00:00.000,1.48267,1.48827,1.48240,1.48400,61610929687.5
21.06.2010 00:00:00.000,1.48400,1.49380,1.47400,1.47630,208232234375
22.06.2010 00:00:00.000,1.47630,1.48605,1.46885,1.48105,239216734375
23.06.2010 00:00:00.000,1.48110,1.49745,1.48045,1.49680,231446078125
24.06.2010 00:00:00.000,1.49685,1.50125,1.49175,1.49335,216272578125
25.06.2010 00:00:00.000,1.49335,1.50795,1.48575,1.50623,198809796875
27.06.2010 00:00:00.000,1.50730,1.50738,1.50320,1.50450,21301000000
28.06.2010 00:00:00.000,1.50450,1.51295,1.50180,1.51060,247073828125
29.06.2010 00:00:00.000,1.51065,1.51215,1.50135,1.50555,198357484375
30.06.2010 00:00:00.000,1.50555,1.50745,1.49335,1.49585,224046875000
01.07.2010 00:00:00.000,1.49585,1.51915,1.48745,1.51645,251084937500
02.07.2010 00:00:00.000,1.51645,1.52300,1.51505,1.51972,157520031250
04.07.2010 00:00:00.000,1.51998,1.52095,1.51862,1.51890,43632289062.5
05.07.2010 00:00:00.000,1.51890,1.52000,1.50910,1.51035,169202968750
06.07.2010 00:00:00.000,1.51035,1.52285,1.50835,1.51580,262950718750
07.07.2010 00:00:00.000,1.51580,1.52200,1.50825,1.51840,262408062500
08.07.2010 00:00:00.000,1.51840,1.52415,1.51035,1.51480,200137562500
09.07.2010 00:00:00.000,1.51475,1.52065,1.50520,1.50642,165779656250
11.07.2010 00:00:00.000,1.50710,1.50845,1.50530,1.50755,56762308593.75
12.07.2010 00:00:00.000,1.50750,1.50875,1.49495,1.50305,243912875000
13.07.2010 00:00:00.000,1.50305,1.52010,1.49660,1.51985,257933062500
14.07.2010 00:00:00.000,1.51980,1.52980,1.51895,1.52615,259498687500
15.07.2010 00:00:00.000,1.52615,1.54725,1.52365,1.54245,274153125000
16.07.2010 00:00:00.000,1.54245,1.54485,1.52795,1.52975,232988343750
18.07.2010 00:00:00.000,1.53045,1.53220,1.52695,1.52945,46968199218.75
19.07.2010 00:00:00.000,1.52930,1.53530,1.52040,1.52200,251478437500
20.07.2010 00:00:00.000,1.52195,1.53110,1.51545,1.52915,244943453125
21.07.2010 00:00:00.000,1.52915,1.53360,1.51260,1.51870,223402140625
22.07.2010 00:00:00.000,1.51870,1.52970,1.51515,1.52865,205158906250
23.07.2010 00:00:00.000,1.52865,1.54500,1.52585,1.54180,219051875000
25.07.2010 00:00:00.000,1.54388,1.54475,1.53887,1.54470,48168851562.5
26.07.2010 00:00:00.000,1.54475,1.55210,1.54200,1.54810,216689125000
27.07.2010 00:00:00.000,1.54810,1.56005,1.54440,1.55840,253497640625
28.07.2010 00:00:00.000,1.55840,1.56390,1.55465,1.56030,266219250000
29.07.2010 00:00:00.000,1.56030,1.56630,1.55805,1.56040,233781312500
30.07.2010 00:00:00.000,1.56040,1.57225,1.55535,1.56830,240235640625
01.08.2010 00:00:00.000,1.56898,1.57360,1.56839,1.57105,51935441406.25
02.08.2010 00:00:00.000,1.57110,1.59080,1.57020,1.58890,253353437500
03.08.2010 00:00:00.000,1.58890,1.59690,1.58609,1.59420,224592312500
04.08.2010 00:00:00.000,1.59420,1.59650,1.58575,1.58865,213898765625
05.08.2010 00:00:00.000,1.58865,1.59255,1.58210,1.58780,173511046875
06.08.2010 00:00:00.000,1.58785,1.59990,1.58410,1.59410,166152343750
08.08.2010 00:00:00.000,1.59508,1.59990,1.59470,1.59640,43317601562.5
09.08.2010 00:00:00.000,1.59635,1.59950,1.58835,1.58845,204507359375
10.08.2010 00:00:00.000,1.58865,1.59105,1.57110,1.58160,318759343750
11.08.2010 00:00:00.000,1.58160,1.58345,1.56165,1.56385,291190687500
12.08.2010 00:00:00.000,1.56385,1.57140,1.55630,1.55940,276740187500
13.08.2010 00:00:00.000,1.55940,1.56800,1.55740,1.55895,250008562500
15.08.2010 00:00:00.000,1.55927,1.56205,1.55705,1.55855,26089099609.375
16.08.2010 00:00:00.000,1.55850,1.57035,1.55360,1.56495,272410718750
17.08.2010 00:00:00.000,1.56495,1.56975,1.55535,1.55725,299775812500
18.08.2010 00:00:00.000,1.55735,1.56890,1.54990,1.55580,258075703125
19.08.2010 00:00:00.000,1.55590,1.56730,1.55100,1.55760,262852406250
20.08.2010 00:00:00.000,1.55760,1.55965,1.54645,1.55310,219747796875
22.08.2010 00:00:00.000,1.55420,1.55550,1.55095,1.55540,33886878906.25
23.08.2010 00:00:00.000,1.55540,1.56195,1.54850,1.54935,227246765625
24.08.2010 00:00:00.000,1.54935,1.55065,1.53735,1.54070,248263000000
25.08.2010 00:00:00.000,1.54070,1.54820,1.53900,1.54780,280830531250
26.08.2010 00:00:00.000,1.54775,1.55990,1.54695,1.55220,321939875000
27.08.2010 00:00:00.000,1.55220,1.55435,1.54440,1.55273,231549328125
29.08.2010 00:00:00.000,1.55208,1.55485,1.55114,1.55410,19963550781.25
30.08.2010 00:00:00.000,1.55405,1.55775,1.54570,1.54745,215869078125
31.08.2010 00:00:00.000,1.54735,1.54740,1.53280,1.53420,265512281250
01.09.2010 00:00:00.000,1.53420,1.54925,1.53375,1.54460,256352656250
02.09.2010 00:00:00.000,1.54460,1.54530,1.53515,1.53935,201203609375
03.09.2010 00:00:00.000,1.53930,1.54695,1.53920,1.54500,193205703125
05.09.2010 00:00:00.000,1.54460,1.54545,1.54206,1.54530,14933700195.3125
06.09.2010 00:00:00.000,1.54525,1.54900,1.53470,1.53630,141639343750
07.09.2010 00:00:00.000,1.53630,1.54255,1.52980,1.53520,264108687500
08.09.2010 00:00:00.000,1.53520,1.55350,1.53520,1.54745,284177875000
09.09.2010 00:00:00.000,1.54725,1.54790,1.53765,1.54155,278561750000
10.09.2010 00:00:00.000,1.54150,1.54675,1.53337,1.53492,242400281250
12.09.2010 00:00:00.000,1.53490,1.53980,1.53468,1.53970,48120160156.25
13.09.2010 00:00:00.000,1.53970,1.54885,1.53835,1.53835,244520796875
14.09.2010 00:00:00.000,1.53835,1.55885,1.53495,1.55395,218201046875
15.09.2010 00:00:00.000,1.55400,1.56525,1.54495,1.56365,254723546875
16.09.2010 00:00:00.000,1.56370,1.56495,1.55400,1.56050,228413859375
17.09.2010 00:00:00.000,1.56050,1.57300,1.55965,1.56297,215480625000
19.09.2010 00:00:00.000,1.56270,1.56725,1.56200,1.56435,16556669921.875
20.09.2010 00:00:00.000,1.56430,1.56865,1.55380,1.55510,227036281250
21.09.2010 00:00:00.000,1.55510,1.56435,1.55045,1.56310,219832937500
22.09.2010 00:00:00.000,1.56310,1.57170,1.56055,1.56430,273323906250
23.09.2010 00:00:00.000,1.56430,1.57425,1.56125,1.56635,223361484375
24.09.2010 00:00:00.000,1.56635,1.58445,1.56425,1.58223,198242984375
26.09.2010 00:00:00.000,1.58202,1.58460,1.58102,1.58280,21745000000
27.09.2010 00:00:00.000,1.58270,1.58680,1.57885,1.58105,223531312500
28.09.2010 00:00:00.000,1.58110,1.58965,1.57205,1.58080,274949750000
29.09.2010 00:00:00.000,1.58080,1.58750,1.57630,1.58050,299160562500
30.09.2010 00:00:00.000,1.58045,1.59235,1.56710,1.57325,257663718750
01.10.2010 00:00:00.000,1.57330,1.58745,1.57045,1.58180,210252593750
03.10.2010 00:00:00.000,1.58157,1.58334,1.57719,1.58215,24716500000
04.10.2010 00:00:00.000,1.58215,1.58705,1.57500,1.58080,163329156250
05.10.2010 00:00:00.000,1.58080,1.59310,1.57540,1.59130,209295859375
06.10.2010 00:00:00.000,1.59100,1.59400,1.58340,1.58655,239857156250
07.10.2010 00:00:00.000,1.58655,1.60195,1.58275,1.58790,229382062500
08.10.2010 00:00:00.000,1.58790,1.59665,1.58245,1.59638,193021593750
10.10.2010 00:00:00.000,1.59640,1.59709,1.59315,1.59590,26555500000
11.10.2010 00:00:00.000,1.59590,1.59645,1.58695,1.58770,235339656250
12.10.2010 00:00:00.000,1.58780,1.59185,1.57570,1.58040,303156437500
13.10.2010 00:00:00.000,1.58040,1.59395,1.57760,1.59340,280726437500
14.10.2010 00:00:00.000,1.59340,1.60675,1.59340,1.59885,264174781250
15.10.2010 00:00:00.000,1.59875,1.61075,1.59770,1.59910,202239734375
17.10.2010 00:00:00.000,1.59912,1.60055,1.59641,1.59940,31228050781.25
18.10.2010 00:00:00.000,1.59940,1.59970,1.58385,1.59065,260014453125
19.10.2010 00:00:00.000,1.59065,1.59440,1.56520,1.56580,286722875000
20.10.2010 00:00:00.000,1.56560,1.58795,1.56560,1.58495,258522156250
21.10.2010 00:00:00.000,1.58495,1.58505,1.56875,1.57185,291955687500
22.10.2010 00:00:00.000,1.57180,1.57515,1.56525,1.56838,248049531250
24.10.2010 00:00:00.000,1.56835,1.57025,1.56533,1.56852,50600500000
25.10.2010 00:00:00.000,1.56852,1.57732,1.56796,1.57099,162474593750
26.10.2010 00:00:00.000,1.57099,1.58974,1.57084,1.58434,102379000000
27.10.2010 00:00:00.000,1.58434,1.58665,1.57321,1.57920,117109398437.5
28.10.2010 00:00:00.000,1.57906,1.59789,1.57636,1.59641,116566296875
29.10.2010 00:00:00.000,1.59642,1.60466,1.58785,1.60377,97112203125
31.10.2010 00:00:00.000,1.60386,1.60601,1.60301,1.60485,19756300781.25
01.11.2010 00:00:00.000,1.60482,1.60898,1.59935,1.60592,96465296875
02.11.2010 00:00:00.000,1.60592,1.60807,1.59625,1.60312,99854898437.5
03.11.2010 00:00:00.000,1.60306,1.61760,1.60082,1.61076,107556796875
04.11.2010 00:00:00.000,1.61088,1.62997,1.60902,1.62763,103362796875
05.11.2010 00:00:00.000,1.62763,1.62803,1.61676,1.61813,97148601562.5
07.11.2010 00:00:00.000,1.61882,1.62096,1.61806,1.62056,20051300781.25
08.11.2010 00:00:00.000,1.62051,1.62149,1.61056,1.61156,94922101562.5
09.11.2010 00:00:00.000,1.61154,1.61850,1.59531,1.60007,102760898437.5
10.11.2010 00:00:00.000,1.60006,1.61372,1.59617,1.61217,106526296875
11.11.2010 00:00:00.000,1.61220,1.61794,1.60828,1.61039,99952203125
12.11.2010 00:00:00.000,1.61031,1.61848,1.59871,1.60962,97354796875
14.11.2010 00:00:00.000,1.60922,1.61559,1.60922,1.61296,9481099609.375
15.11.2010 00:00:00.000,1.61276,1.61549,1.60410,1.60417,57571000000
16.11.2010 00:00:00.000,1.60417,1.60871,1.58401,1.58873,64775000000
17.11.2010 00:00:00.000,1.58876,1.59496,1.58558,1.59197,56119500000
18.11.2010 00:00:00.000,1.59197,1.60563,1.58897,1.60516,62302500000
19.11.2010 00:00:00.000,1.60517,1.60951,1.59378,1.59854,50904500000
21.11.2010 00:00:00.000,1.59792,1.60086,1.59640,1.60022,6614600097.6563
22.11.2010 00:00:00.000,1.60022,1.60851,1.58999,1.59437,50234699218.75
23.11.2010 00:00:00.000,1.59437,1.59557,1.57602,1.58014,65649500000
24.11.2010 00:00:00.000,1.58011,1.58381,1.57426,1.57904,62975300781.25
25.11.2010 00:00:00.000,1.57904,1.57951,1.57269,1.57594,66957703125
26.11.2010 00:00:00.000,1.57589,1.57681,1.55764,1.55883,48448101562.5
28.11.2010 00:00:00.000,1.55893,1.56276,1.55846,1.55909,7703600097.6563
29.11.2010 00:00:00.000,1.55912,1.56476,1.55287,1.55495,95221500000
30.11.2010 00:00:00.000,1.55496,1.55965,1.54859,1.55736,148129406250
01.12.2010 00:00:00.000,1.55738,1.56493,1.55487,1.56133,139546093750
02.12.2010 00:00:00.000,1.56135,1.56687,1.55137,1.55908,130827601562.5
03.12.2010 00:00:00.000,1.55908,1.57891,1.55828,1.57753,128829101562.5
05.12.2010 00:00:00.000,1.57750,1.57772,1.57516,1.57681,15384500000
06.12.2010 00:00:00.000,1.57680,1.57706,1.56568,1.57114,108932500000
07.12.2010 00:00:00.000,1.57112,1.58234,1.57060,1.57563,132123406250
08.12.2010 00:00:00.000,1.57559,1.58373,1.56697,1.57958,133392703125
09.12.2010 00:00:00.000,1.57958,1.58422,1.57129,1.57745,123486000000
10.12.2010 00:00:00.000,1.57745,1.58633,1.57491,1.57993,101825203125
12.12.2010 00:00:00.000,1.58034,1.58123,1.57858,1.57957,11444700195.3125
13.12.2010 00:00:00.000,1.57957,1.58984,1.57207,1.58617,131629906250
14.12.2010 00:00:00.000,1.58617,1.59117,1.57403,1.57642,135035906250
15.12.2010 00:00:00.000,1.57642,1.57697,1.55324,1.55602,151076906250
16.12.2010 00:00:00.000,1.55602,1.56402,1.55426,1.56318,115521601562.5
17.12.2010 00:00:00.000,1.56318,1.56481,1.54557,1.55310,113225500000
19.12.2010 00:00:00.000,1.55364,1.55364,1.55008,1.55133,8752871093.75
20.12.2010 00:00:00.000,1.55133,1.55777,1.54777,1.55056,117354085937.5
21.12.2010 00:00:00.000,1.55072,1.55692,1.54373,1.54666,113758820312.5
22.12.2010 00:00:00.000,1.54668,1.54951,1.53574,1.54076,104915640625
23.12.2010 00:00:00.000,1.54076,1.54487,1.53749,1.54464,94557531250
24.12.2010 00:00:00.000,1.54464,1.54774,1.54204,1.54362,42374035156.25
26.12.2010 00:00:00.000,1.54363,1.54486,1.54095,1.54099,11275579101.5625
27.12.2010 00:00:00.000,1.54102,1.54586,1.53716,1.54474,73100539062.5
28.12.2010 00:00:00.000,1.54476,1.55126,1.53461,1.53556,89528000000
29.12.2010 00:00:00.000,1.53558,1.55192,1.53534,1.55036,96349601562.5
30.12.2010 00:00:00.000,1.55040,1.55372,1.53686,1.54364,92066601562.5
31.12.2010 00:00:00.000,1.54364,1.56664,1.54266,1.56100,82070476562.5
02.01.2011 00:00:00.000,1.56006,1.56115,1.55374,1.55730,11507360351.5625
03.01.2011 00:00:00.000,1.55735,1.55786,1.54354,1.54882,94489031250
04.01.2011 00:00:00.000,1.54885,1.56467,1.54564,1.55984,127001726562.5
05.01.2011 00:00:00.000,1.55984,1.56287,1.54521,1.55105,126044500000
06.01.2011 00:00:00.000,1.55122,1.55646,1.54485,1.54519,135035109375
07.01.2011 00:00:00.000,1.54521,1.55801,1.54076,1.55454,124218421875
09.01.2011 00:00:00.000,1.55454,1.55520,1.54970,1.55432,16618779296.875
10.01.2011 00:00:00.000,1.55436,1.56038,1.54764,1.55895,119246960937.5
11.01.2011 00:00:00.000,1.55895,1.56407,1.55140,1.56079,120283187500
12.01.2011 00:00:00.000,1.56079,1.57817,1.55846,1.57482,136767937500
13.01.2011 00:00:00.000,1.57459,1.58852,1.57195,1.58441,144060890625
14.01.2011 00:00:00.000,1.58441,1.58896,1.58119,1.58689,125770351562.5
16.01.2011 00:00:00.000,1.58669,1.58846,1.58608,1.58803,12468480468.75
17.01.2011 00:00:00.000,1.58803,1.59556,1.58366,1.58988,113310273437.5
18.01.2011 00:00:00.000,1.58990,1.60603,1.58980,1.59594,152556140625
19.01.2011 00:00:00.000,1.59589,1.60389,1.59463,1.59746,139190859375
20.01.2011 00:00:00.000,1.59751,1.60108,1.58392,1.59087,145737234375
21.01.2011 00:00:00.000,1.59089,1.60184,1.58677,1.59971,129684992187.5
23.01.2011 00:00:00.000,1.60020,1.60155,1.59674,1.59939,12764000000
24.01.2011 00:00:00.000,1.59916,1.60145,1.59225,1.59856,118158000000
25.01.2011 00:00:00.000,1.59860,1.60182,1.57516,1.58177,145874218750
26.01.2011 00:00:00.000,1.58181,1.59417,1.57708,1.59297,131148312500
27.01.2011 00:00:00.000,1.59297,1.59918,1.58811,1.59257,131520421875
28.01.2011 00:00:00.000,1.59256,1.59677,1.58271,1.58526,121909421875
30.01.2011 00:00:00.000,1.58648,1.58694,1.58231,1.58288,12677179687.5
31.01.2011 00:00:00.000,1.58288,1.60501,1.58254,1.60276,135388546875
01.02.2011 00:00:00.000,1.60275,1.61655,1.60260,1.61363,154258875000
02.02.2011 00:00:00.000,1.61359,1.62311,1.61297,1.62041,157939515625
03.02.2011 00:00:00.000,1.62041,1.62794,1.61223,1.61352,168004906250
04.02.2011 00:00:00.000,1.61358,1.61732,1.60377,1.61083,140041640625
06.02.2011 00:00:00.000,1.61071,1.61091,1.60720,1.60995,15196509765.625
07.02.2011 00:00:00.000,1.60995,1.61866,1.60906,1.61279,150242625000
